"index","type","start","end","text"
"317","cue","00:16:38,480","00:16:41,000","So, yeah, I don't know,
the boys' heads are just going--"
"318","cue","00:16:41,080","00:16:42,960","[babbling, chuckling]"
"319","cue","00:16:43,040","00:16:44,600","It's actually what we need,
I'm not gonna lie."
"320","cue","00:16:44,680","00:16:46,480","Come to spice it up, guys."
"321","cue","00:16:46,560","00:16:47,920","I'm not here to mess around."
"322","cue","00:16:48,440","00:16:50,840","Even though you're in a couple,
you said you still open."
"323","cue","00:16:50,920","00:16:51,920","Yeah, yeah."
"324","cue","00:16:52,000","00:16:54,560","[Madeline] I can sort of see
that his head could definitely turn."
"325","cue","00:16:54,640","00:16:57,400","I was pleased. I was pleased.
Let's just say that."
"326","cue","00:16:57,480","00:17:01,160","[narrator] <i>The boys sneak Maddy into</i>
<i>the bedroom while their partners sleep,</i>"
"327","cue","00:17:01,240","00:17:03,240","<i>hoping it'll be a big surprise.</i>"
"328","cue","00:17:03,320","00:17:08,800","<i>I suspect the biggest surprise will be</i>
<i>how much they miss their testicles.</i>"
"329","cue","00:17:08,880","00:17:10,839","Couldn't see anything. It was pitch black."
"330","cue","00:17:10,920","00:17:14,079","Getting her through the room
without waking anyone up,"
"331","cue","00:17:14,160","00:17:17,480","trying to find where the limbo lounge is,
was so difficult."
"332","cue","00:17:19,240","00:17:21,119","Callum's, like, leading me through."
"333","cue","00:17:21,200","00:17:24,480","Pretty sure he did a cheeky booty grab,
just quietly."
"334","cue","00:17:24,560","00:17:26,359","Not sure if it was his hand, but…"
"335","cue","00:17:39,280","00:17:40,120","[Callum] Jordie."
"336","cue","00:17:41,280","00:17:43,680","-[Islanders laughing]
-[Phoebe H groans]"
"337","cue","00:17:48,680","00:17:49,720","Hello."
"338","cue","00:17:50,400","00:17:51,360","What the fuck?"
"339","cue","00:17:51,880","00:17:53,680","[Madeline] Hello. [chuckles]"
"340","cue","00:17:53,760","00:17:56,680","-Meet Mads, Maddy, Madeline.
-Hello, everyone."
