"index","type","start","end","text"
"197","cue","00:09:59,807","00:10:00,850","<i>-Yeah.</i>
<i>-Good. [chuckles]</i>"
"198","cue","00:10:01,475","00:10:02,518","<i>All right, see ya.</i>"
"199","cue","00:10:02,602","00:10:03,519","<i>See ya.</i>"
"200","cue","00:10:07,815","00:10:10,026","<i>We're getting into the last stretch,</i>"
"201","cue","00:10:10,109","00:10:11,861","<i>and I'm going through a lot.</i>"
"202","cue","00:10:11,944","00:10:13,863","<i>Trying to find moments</i>
<i>where I could be by myself,</i>"
"203","cue","00:10:13,946","00:10:15,698","<i>but wherever I am, I'm in her space.</i>"
"204","cue","00:10:15,781","00:10:20,119","<i>Just like, in certain points,</i>
<i>it can feel suffocating.</i>"
"205","cue","00:10:20,202","00:10:21,037","<i>You know?</i>"
"206","cue","00:10:21,120","00:10:22,330","<i>That's a tough look.</i>"
"207","cue","00:10:24,707","00:10:26,250","<i>Just say ""you're beautiful,"" you know.</i>"
"208","cue","00:10:29,128","00:10:31,631","<i>-What's up?</i>
<i>-""Tough look."" Don't know what that means.</i>"
"209","cue","00:10:31,714","00:10:33,799","<i>-It means it's a good look.</i>
<i>-I like it.</i>"
"210","cue","00:10:34,300","00:10:35,343","<i>I like the sling.</i>"
"211","cue","00:10:35,426","00:10:37,511","<i>Next time, I'll just say,</i>
<i>""You're beautiful.""</i>"
"212","cue","00:10:37,595","00:10:40,014","<i>-I'm sorry. You know?</i>
<i>-[laughing] I'm just joking.</i>"
"213","cue","00:10:40,097","00:10:42,141","<i>Complimenting you the only way I know how.</i>"
"214","cue","00:10:42,224","00:10:43,976","<i>It's okay. Wait, wait.</i>"
"215","cue","00:10:44,060","00:10:46,479","<i>-Okay.</i>
<i>-We are not done with those strawberries.</i>"
"216","cue","00:10:46,562","00:10:49,690","<i>-My man.</i>
<i>-All right, bet. [exhales]</i>"
"217","cue","00:10:50,316","00:10:52,610","<i>-Okay, you gonna feed me a strawberry?</i>
<i>-[chuckles] Yeah.</i>"
"218","cue","00:10:52,693","00:10:54,111","<i>Tell me how much you love me.</i>"
"219","cue","00:10:54,195","00:10:56,864","<i>[laughing]</i>"
"220","cue","00:10:56,947","00:10:58,074","<i>-Come on.</i>
<i>-Good.</i>"
"221","cue","00:10:58,157","00:10:59,575","<i>[both laughing]</i>"
"222","cue","00:11:04,413","00:11:05,623","<i>Want me to feed you one?</i>"
"223","cue","00:11:06,165","00:11:07,833","<i>I've eaten enough of these, baby.</i>
<i>I'm good.</i>"
"224","cue","00:11:07,917","00:11:10,211","<i>-Mnh-mnh.</i>
<i>-Okay.</i>"
"225","cue","00:11:12,421","00:11:14,423","<i>You've already had one of these?</i>
<i>You haven't.</i>"
"226","cue","00:11:14,507","00:11:15,966","<i>-No, I've-- [laughs]</i>
<i>-Oh, you did?</i>"
"227","cue","00:11:16,050","00:11:18,094","<i>What you think I've been doing</i>
<i>every time you change?</i>"
"228","cue","00:11:18,177","00:11:19,512","<i>-Oh, I'm sorry.</i>
<i>-[laughing]</i>"
"229","cue","00:11:19,595","00:11:20,846","<i>-It's okay.</i>
<i>-That's right.</i>"
"230","cue","00:11:22,848","00:11:25,309","<i>Why do I have to wait a week? [chuckles]</i>"
"231","cue","00:11:26,686","00:11:28,396","<i>-I feel that.</i>
<i>-I just wanna do it.</i>"
"232","cue","00:11:32,358","00:11:36,278","<i>But if we have to come down</i>
<i>to Earth for a moment, like,</i>"
"233","cue","00:11:36,362","00:11:38,864","<i>today was a really,</i>
<i>really tough morning for us.</i>"
"234","cue","00:11:40,074","00:11:42,201","<i>-And-- Stop smiling. [laughs]</i>
<i>-[laughing] I'm sorry.</i>"
"235","cue","00:11:42,284","00:11:43,285","<i>Can't take you seriously.</i>"
"236","cue","00:11:43,369","00:11:45,454","<i>Well, I'm trying</i>
<i>to be real with you for a sec.</i>"
"237","cue","00:11:45,538","00:11:48,249","<i>I know. I feel you. I'm sorry.</i>
<i>I don't know why I'm smiling.</i>"
"238","cue","00:11:48,332","00:11:50,334","<i>-I don't know why you're smiling.</i>
<i>-You're hella cute.</i>"
"239","cue","00:11:50,418","00:11:52,962","<i>I can't look at your face. [chuckles]</i>"
"240","cue","00:11:53,045","00:11:55,464","<i>-[laughs] Okay, okay. I'm serious.</i>
<i>-Okay. So…</i>"
"241","cue","00:11:55,548","00:11:57,425","<i>All right. So…</i>"
"242","cue","00:11:58,217","00:12:00,219","<i>-This morning, we wake up.</i>
<i>-[clears throat]</i>"
"243","cue","00:12:00,302","00:12:01,303","<i>You're not feeling great.</i>"
"244","cue","00:12:01,387","00:12:03,389","<i>Obviously, I know</i>
<i>you're not feeling great.</i>"
"245","cue","00:12:03,472","00:12:05,599","<i>So I ask you, ""Hey, how are you feeling?""</i>"
"246","cue","00:12:06,809","00:12:08,060","<i>""Are you okay?""</i>"
"247","cue","00:12:08,853","00:12:11,480","<i>-What was your response to me?</i>
<i>-I don't know.</i>"
"248","cue","00:12:14,400","00:12:17,153","<i>Your response was, ""Do I sound okay?""</i>"
"249","cue","00:12:18,070","00:12:20,322","<i>[scoffs] You tell me</i>
<i>if that sounds fair to you.</i>"
"250","cue","00:12:20,406","00:12:22,700","<i>You're not considering</i>
<i>the weight of things you're saying.</i>"
"251","cue","00:12:22,783","00:12:24,118","<i>Like, ""Fuck it. I'm gonna say it.""</i>"
"252","cue","00:12:24,201","00:12:25,327","<i>I never directed it at you.</i>"
